phase,user_id,policy,hit_rate,precision,recall,f1,latency_saved_ms,latency_saved_pct
phase4_order,17_F,M2_Laplace_010,0.9639,0.6902,0.891,0.7779,2306.73,83.49
phase4_order,17_F,M2_Laplace_050,0.9639,0.6902,0.891,0.7779,2306.73,83.49
phase4_order,17_F,M2_Backoff_3,0.9639,0.6887,0.8976,0.7794,2306.73,83.49
phase4_order,17_F,M2_Backoff_5,0.9624,0.6856,0.8998,0.7782,2304.95,83.42
phase4_order,17_F,M2_Backoff_10,0.9682,0.6838,0.9008,0.7774,2313.06,83.72
phase4_order,17_F,M2_JM_K3,0.9725,0.6868,0.9164,0.7852,2320.4,83.98
phase4_order,17_F,M2_JM_K5,0.9725,0.6868,0.9164,0.7852,2320.4,83.98
phase4_order,17_F,M2_JM_K10,0.9725,0.6889,0.9172,0.7868,2320.4,83.98
phase4_order,29_F,M2_Naive,0.9785,0.8521,0.9511,0.8989,1780.71,64.45
phase4_order,29_F,M2_Laplace_001,0.9785,0.8521,0.9511,0.8989,1780.71,64.45
phase4_order,29_F,M2_Laplace_010,0.9785,0.8521,0.9511,0.8989,1780.71,64.45
phase4_order,29_F,M2_Laplace_050,0.9785,0.8521,0.9511,0.8989,1780.71,64.45
phase4_order,29_F,M2_Backoff_3,0.9814,0.848,0.9531,0.8975,1785.25,64.61
phase4_order,29_F,M2_Backoff_5,0.9824,0.8601,0.9581,0.9064,1786.68,64.66
phase4_order,29_F,M2_Backoff_10,0.9814,0.8563,0.9585,0.9045,1785.45,64.62
phase4_order,29_F,M2_JM_K3,0.9795,0.8294,0.9605,0.8901,1782.4,64.51
phase4_order,29_F,M2_JM_K5,0.9795,0.8294,0.9605,0.8901,1782.4,64.51
phase4_order,29_F,M2_JM_K10,0.9814,0.8222,0.9585,0.8851,1785.25,64.61
phase4_order,22_M,M2_Naive,0.9711,0.8059,0.9406,0.868,1778.86,64.38
phase4_order,22_M,M2_Laplace_001,0.9711,0.8059,0.9406,0.868,1778.86,64.38
phase4_order,22_M,M2_Laplace_010,0.9711,0.8059,0.9406,0.868,1778.86,64.38
phase4_order,22_M,M2_Laplace_050,0.9711,0.8059,0.9406,0.868,1778.86,64.38
